NAME OF COMPANY,SYMBOL,SECTOR
Bigbloc Construction Limited,BIGBLOC,Construction Materials
Bihar Sponge Iron Ltd,BIHSPONG,Metals & Mining
Bijoy Hans Ltd,BIJHANS,Services
Bilcare Ltd.,BI,Healthcare
Billwin Industries Limited,BILLWIN,Diversified
Bimetal Bearings Ltd,BIMETAL,Automobile and Auto Components
"Binayak Tex Processors  Ltd.,",ZBINTXPP,Textiles
Bindal Exports Limited,BINDALEXPO,Consumer Durables
"Binny Ltd.,",BINNY,Realty
Binny Mills Limited,BINNYMILLS,Services
Biocon Ltd.,BIOCON,Healthcare
Biofil Chemicals & Pharmaceuticals,BIOFILCHEM,Healthcare
BIOGEN PHARMACHEM INDUSTRIES LIMITED,BIOGEN,Financial Services
Birla Cable Limited,BIRLACABLE,Telecommunication
Birla Corporation Ltd.,BIRLACORPN,Construction Materials
Birla Precision Technologies Ltd,BIRLAPREC,Capital Goods
BIRLASOFT LIMITED,BSOFT,Information Technology
BKM INDUSTRIES LIMITED,BKMINDST,Capital Goods
BKV Industries Ltd.,BKV,Fast Moving Consumer Goods
BLACK BOX LIMITED,BBOX,Information Technology
Black Rose Industries Ltd,BLACKROSE,Chemicals
BLB Limited,BLBLIMITED,Financial Services
Bliss GVS Pharma Limited,BLISSGVS,Healthcare
Bloom Dekor Ltd.,BLOOM,Capital Goods
BLS Infotech Limited,BLSINFOTE,Information Technology
BLS International Services Ltd,BLS,Consumer Services
"Blue Chip Tex Industries Ltd.,",BLUECHIPT,Textiles
Blue Cloud Softech Solutions Limited,BLUECLOUDS,Information Technology
Blue Dart Express Ltd.,BLUEDART,Services
Blue Pearl Texspin Limited,BPTEX,Chemicals
Blue Star Ltd,BLUESTARCO,Consumer Durables
Blueblood Ventures Limited,BVL,Financial Services
BMB Music & Magnetics Ltd.,BMBMUMG,"Media, Entertainment & Publication"
BMW INDUSTRIES LIMITED,BMW,Capital Goods
BNR Udyog Ltd.,BNRUDY,Services
Bodal Chemicals Ltd,BODALCHEM,Chemicals
Bodhtree Consulting Limited,BODHTREE,Information Technology
"Bombay Burmah Trading Corpn. Ltd.,",BBTC,Fast Moving Consumer Goods
"Bombay Cycle & Motor Agency Ltd.,",BOMBCYC,Services
"Bombay Dyeing & Mfg. Co. Ltd.,",BOMDYEING,Textiles
BOMBAY OXYGEN INVESTMENTS LIMITED,BOMOXY-B1,Financial Services
"Bombay Wire Ropes Ltd.,",BOMBWIR,Capital Goods
BONLON INDUSTRIES LIMITED,BONLON,Metals & Mining
Borosil Limited,BOROLTD,Consumer Durables
BOROSIL RENEWABLES LIMITED,BORORENEW,Capital Goods
Bosch Ltd,BOSCHLTD,Automobile and Auto Components
Bothra Metals & Alloys Limited,BMAL,Metals & Mining
"BPL Ltd.,",BPL,Consumer Durables
Brady & Morris Engineering Co. Ltd.,BRADYM,Capital Goods
BRAHMAPUTRA INFRASTRUCTURE LIMITED,BRAHMINFRA,Construction
Brand Concepts Limited,BCONCEPTS,Consumer Services
Brandbucket Media & Technology Limited,BRANDBUCKT,"Media, Entertainment & Publication"
Brawn Biotech Limited,BRAWN,Healthcare
Bridge Securities Ltd.,BRIDGESE,Financial Services
Brigade Enterprises Limited,BRIGADE,Realty
"Bright Brothers Ltd.,",BRIGHTBR,Capital Goods
BRIGHTCOM GROUP LIMITED,BCG,Information Technology
Brijlaxmi Leasing & Finance ltd.,BRIJLEAS,Financial Services
Brilliant Portfolios Ltd.,BRIPORT,Financial Services
"Britannia Industries Ltd.,",BRITANNIA,Fast Moving Consumer Goods
BROOKS LABORATORIES LIMITED,BROOKS,Healthcare
BSEL Infrastructure Realty Ltd.,BSELINFRA,Realty
"BSL Ltd.,",BSL,Textiles
BUDGE BUDGE COMPANY LIMITED,BUDGE BUDGE,Forest Materials
Burnpur Cement Limited,BURNPUR,Construction Materials
Butterfly Gandhimathi Appliances Limited,BUTTERFLY,Consumer Durables
C & C Constructions Ltd.,CANDC,Construction
C.E. Info Systems Limited,MAPMYINDIA,Information Technology
"C.J. Gelatine Products Ltd.,",CJGEL,Chemicals
"Calcom Vision Ltd.,",CALCOM,Consumer Durables
California Software Co. Ltd.,CALSOFT,Information Technology
Cambridge Technology Enterprises Ltd.,CTE,Information Technology
Camex  Ltd.,CAMEXLTD,Chemicals
Camlin Fine Sciences Ltd,CAMLINFINE,Chemicals
Campus Activewear Limited,CAMPUS,Consumer Durables
"Can Fin Homes Ltd.,",CANFINHOME,Financial Services
Canara Bank,CANBK,Financial Services
CANDOUR TECHTEX LIMITED,CANDOUR,Capital Goods
CANTABIL RETAIL INDIA LIMITED,CANTABIL,Textiles
Capacit'e Infraprojects Limited,CAPACITE,Construction
Capfin India Limited,CAPFIN,Financial Services
CAPITAL INDIA FINANCE LIMITED,CIFL,Financial Services
Capital Trade Links Limited,CTL,Financial Services
Capital Trust Ltd.,CAPITALT,Financial Services
Caplin Point Laboratories Ltd.,CAPPL,Healthcare
Capri Global Capital Limited,CGCL,Financial Services
Capricorn Systems Global Solutions Ltd.,CAPRICORN,Services
"Caprihans India Ltd.,",CAPRIHANS,Capital Goods
Caprolactam Chemicals ltd.,CAPRO,Chemicals
Captain Pipes Limited,CAPPIPES,Capital Goods
CAPTAIN POLYPLAST LIMITED,CPL,Capital Goods
Captain Technocast Limited,CTCL,Capital Goods
"Carborundum Universal Ltd.,",CARBORUNIV,Capital Goods
CARE Ratings Limited,CARERATING,Financial Services
Career Point Limited,CAREERP,Consumer Services
Carnation Industries Ltd.,CARNATIN,Capital Goods
CarTrade Tech Limited,CARTRADE,Consumer Services
CASPIAN CORPORATE SERVICES LIMITED,CASPIAN,Financial Services
Castrol India Ltd,CASTROLIND,"Oil, Gas & Consumable Fuels"
Catvision Limited,CATVISION,Services
CCL International Ltd,CCLINTER,Construction
CCL Products (India) Ltd.,CCL,Fast Moving Consumer Goods
CDG PETCHEM LIMITED,CDG,Capital Goods
"Ceat Ltd.,",CEATLTD,Automobile and Auto Components
Ceejay Finance Limited,CEEJAY,Financial Services
Ceenik Exports (india) Ltd.,CEENIK,Consumer Durables
Ceeta Industries Ltd.,CEETAIN,Construction Materials
CEINSYS TECH LIMITED,CEINSYSTECH,Information Technology
Celebrity Fashions Ltd.,CELEBRITY,Textiles
CELLA SPACE LIMITED,CELLA,Forest Materials
Cenlub Industries Ltd.,CENLUB,Capital Goods
Centenial Surgical Suture Ltd.,CSURGSU,Healthcare
Central Bank of India,CENTRALBK,Financial Services
Centrum Capital Limited,CENTRUM,Financial Services
Centum Electronics Ltd,CENTUM,Capital Goods
"Century Enka Ltd.,",CENTENKA,Textiles
"Century Extrusions Ltd.,",CENTEXT,Capital Goods
Century Plyboards (India) Ltd.,CENTURYPLY,Consumer Durables
"Century Textiles & Industries Ltd.,",CENTURYTEX,Forest Materials
Cera Sanitaryware Ltd.,CERA,Consumer Durables
Cerebra Integrated Technologies Ltd.,CEREBRAINT,Information Technology
CES Limited,CESL,Services
"CESC Limited,",CESC,Power
CG Power and Industrial Solutions Limited,CGPOWER,Capital Goods
Cg-Vak Software & Exports Ltd.,CGVAK,Information Technology
Chadha Papers Ltd.,CHADPAP,Forest Materials
Chalet Hotels Limited,CHALET,Consumer Services
CHAMAK HOLDINGS LIMITED,CHAMAK,Services
Chaman Lal Setia Exports Ltd.,CHAMANSEQ,Fast Moving Consumer Goods
Chambal Breweries & Distilleries Li,CHMBBRW,Services
Chambal Fertilisers & Chemicals Ltd,CHAMBLFERT,Chemicals
Chandni Machines Limited,CHANDNIMACH,Services
Chandra Bhagat Pharma Limited,CBPL,Healthcare
Chandra Prabhu International Ltd.,CHANDRAP,Services
Chandrima Mercantiles limited ,CHANDRIMA,Services
Charms Industries Ltd,CHARMS,Financial Services
Chartered Logistics Ltd,CHLOGIST,Services
CHD Chemicals Limited,CHDCHEM,Chemicals
Chembond Chemicals Ltd.,CHEMBOND,Chemicals
Chemcon Speciality Chemicals Limited,CHEMCON,Chemicals
Chemcrux Enterprises Limited,CHEMCRUX,Chemicals
Chemfab Alkalis Ltd,CHEMFABALKA,Chemicals
Chemiesynth (Vapi) Limited,CHEMIESYNT,Chemicals
"Chemo Pharma Laboratories Ltd.,",CHEMOPH,Healthcare
Chemplast Sanmar Limited,CHEMPLASTS,Chemicals
CHEMTECH INDUSTRIAL VALVES LIMITED,CHEMTECH,Capital Goods
CHENNAI FERROUS INDUSTRIES LIMITED,CHENFERRO,Metals & Mining
Chennai Meenakshi Multispeciality Hospital Ltd.,CMMHOSP,Healthcare
Chennai Petroleum Corporation Ltd.,CHENNPETRO,"Oil, Gas & Consumable Fuels"
Cheviot Co.Ltd.,CHEVIOT,Forest Materials
CHL Limited,CHLLTD,Consumer Services
Choice International Ltd,CHOICEIN,Financial Services
Choksi Imaging Ltd.,CHOKSI,Fast Moving Consumer Goods
Choksi Laboratories Ltd.,CHOKSILA,Healthcare
CHOLAMANDALAM FINANCIAL HOLDINGS LIMITED,CHOLAHLDNG,Financial Services
Cholamandalam Investment and Finance Company Ltd,CHOLAFIN,Financial Services
Chordia Food Products Ltd,CHORDIA,Fast Moving Consumer Goods
CHOTHANI FOODS LIMITED,CHOTHANI,Fast Moving Consumer Goods
"Chowgule Steamships Ltd.,",CHOWGULSTM,Services
CIAN Agro Industries & Infrastructure Limited,CIANAGRO,Fast Moving Consumer Goods
Cian Healthcare Limited,CHCL,Healthcare
Cigniti Technologies Ltd,CIGNITI*,Information Technology
CIL Nova Petrochemicals Limited,CNOVAPETRO,Textiles
Cil Securities Ltd.,CILSEC,Financial Services
Cindrella Financial Services Ltd.,CINDRELL,Financial Services
Cindrella Hotels Ltd.,CINDHO,Consumer Services
Cineline India Limited,CINELINE,Realty
Cinerad Communications Ltd.,CINERAD,"Media, Entertainment & Publication"
Cinevista Limited,CINEVISTA,"Media, Entertainment & Publication"
"Cipla Ltd.,",CIPLA,Healthcare
Cistro Telelink Ltd.,CISTRO,Services
Citadel Realty And Developers Limited,CITADEL,Realty
Citiport Financial Services Ltd.,CITIPOR,Financial Services
Citizen Infoline Ltd.,CIL,"Media, Entertainment & Publication"
City Online Services Limited,CITYONLINE,Telecommunication
City Pulse Multiplex Limited,CPML,Consumer Services
City Union Bank Ltd,CUB,Financial Services
Cityman Limited,CITYMAN,Consumer Durables
CL Educate Limited,CLEDUCATE*,Consumer Services
CLARA INDUSTRIES LIMITED,CLARA,Capital Goods
Clariant Chemicals (India) Limited,CLNINDIA,Chemicals
"Classic Electricals Ltd.,",CLASELE,Services
Classic Filaments Limited,CFL,Textiles
Classic Leasing & Finance Ltd.,CLFL,Financial Services
Clean Science and Technology Limited,CLEAN,Chemicals
Clio Infotech Ltd.,CLIOINFO,Information Technology
CMI Limited,CMI,Capital Goods
CMS Info Systems Limited,CMSINFO,Services
CNI Research Ltd,CNIRESLTD,Financial Services
Coal India Limited,COALINDIA,"Oil, Gas & Consumable Fuels"
Coastal Corporation Limited,COASTCORP,Fast Moving Consumer Goods
Coastal Roadways Ltd.,COARO,Services
Cochin Malabar Estates & Indus. Ltd,COCHMAL,Automobile and Auto Components
"Cochin Minerals & Rutile Ltd.,",COCHINM,Chemicals
Cochin Shipyard Limited,COCHINSHIP,Capital Goods
Coffee Day Enterprises Limited,COFFEEDAY,Consumer Services
COFORGE LIMITED,COFORGE,Information Technology
"Colgate-Palmolive (India) Ltd.,",COLPAL,Fast Moving Consumer Goods
Colinz Laboratories ltd.,COLINZ,Healthcare
COLORCHIPS NEW MEDIA LIMITED,COLORCHIPS,"Media, Entertainment & Publication"
Comfort Commotrade Limited,COMCL,Financial Services
COMFORT FINCAP LIMITED,COMFINCAP,Financial Services
Comfort Intech Ltd,COMFINTE,Fast Moving Consumer Goods
COMMERCIAL ENGINEERS & BODY BUILDERS CO. LIMITED,CEBBCO,Capital Goods
Commercial Syn Bags Limited,COMSYN,Capital Goods
Competent Automobiles Co. Ltd.,COMPEAU,Automobile and Auto Components
Compuage Infocom Ltd,COMPUAGE,Information Technology
Compucom Software Lt.,COMPUSOFT,Consumer Services
Computer Age Management Services Limited,CAMS,Financial Services
Conart Engineers Ltd.,CONART,Construction
Concord Drugs Limited,CONCORD,Healthcare
Confidence Finance And Trading Limited,CONFINT,Financial Services
CONFIDENCE FUTURISTIC ENERGETECH LIMITED,CFEL,Services
Confidence Petroleum India Limited,CONFIPET,"Oil, Gas & Consumable Fuels"
Consecutive Investments & Trading Company Limited,CITL,Financial Services
Consolidated Construction Consortium Ltd,CCCL,Realty
CONSTRONICS INFRA LIMITED,CONSTRONIC,Services
Container Corporation Of India Ltd.,CONCOR,Services
Containerway International Limited,CONTAINER,Services
Contil India Limited,CONTILI,Services
"Continental Chemicals Ltd.,",CONTCHM,Information Technology
Continental Controls Ltd.,CONTICON,Capital Goods
"Continental Petroleums Ltd.,",CONTPTR,"Oil, Gas & Consumable Fuels"
Continental Securities Limited,CSL,Financial Services
Control Print (India) Ltd.,CONTROLPR,Information Technology
Coral India Finance And Housing Ltd,CORALFINAC,Services
Coral Laboratories Ltd.,CORALAB,Healthcare
Coral Newsprints Ltd.,CORNE,Forest Materials
Cords Cable Industries Limited,CORDSCABLE,Capital Goods
Coromandel Agro Products & Oils Ltd,CORAGRO,Fast Moving Consumer Goods
Coromandel Engineering Company Limited,COROENGG,Realty
Coromandel International Limited,COROMANDEL,Chemicals
Corporate Courier and Cargo Ltd,CORPOCO,Services
Corporate Merchant Bankers Limited,CMBL,Financial Services
Cosco (India) ltd.,COSCO,Consumer Durables
"Cosmo Ferrites Ltd.,",COSMOFE,Capital Goods
"Cosmo Films Ltd.,",COSMOFILMS,Capital Goods
Cospower Engineering Limited,COSPOWER,Capital Goods
COSYN Limited,COSYN,Information Technology
Country Club Hospitality & Holidays Ltd,CCHHL,Consumer Services
Country Condo's Ltd,COUNCODOS,Realty
Craftsman Automation Limited,CRAFTSMAN,Automobile and Auto Components
Crane Infrastructure Limited,CRANEINFRA,Realty
Cranes Software International Ltd.,CRANESSOFT,Information Technology
"Cranex Ltd.,",CRANEX,Capital Goods
Cravatex Ltd.,CRAVATEX,Services
Creative Castings Limited,CREATIVE,Capital Goods
Creative Eye Ltd.,CREATIVEYE,"Media, Entertainment & Publication"
CreditAccess Grameen Ltd.,CREDITACC,Financial Services
Cressanda Solutions Ltd.,CRESSAN,Information Technology
CREST VENTURES LIMITED,CREST,Financial Services
Crestchem Ltd.,CRSTCHM,Chemicals
Crimson Metal Engineering Company Ltd,CRIMSON,Capital Goods
CRISIL Ltd.,CRISIL,Financial Services
CROISSANCE LIMITED,CROISSANCE,Realty
Crompton Greaves Consumer Electricals Limited,CROMPTON,Consumer Durables
CSB Bank Limited,CSBBANK,Financial Services
CSL Finance Limited,CSLFINANCE,Financial Services
Cubex Tubings Ltd,CUBEXTUB,Capital Goods
Cubical Financial Services Ltd.,CUBIFIN,Financial Services
"Cummins India Ltd.,",CUMMINSIND,Capital Goods
Cupid Limited,CUPID,Fast Moving Consumer Goods
Cybele  Industries Limited,CYBELEIND,Capital Goods
Cyber Media (India) Ltd.,CYBERMEDIA,"Media, Entertainment & Publication"
Cybertech Systems and Software Ltd.,CYBERTECH,Information Technology
Cyient Limited,CYIENT,Information Technology
D & H India Limited,DHINDIA,Capital Goods
D B REALTY LIMITED,DBREALTY,Realty
D.B.Corp Limited,DBCORP,"Media, Entertainment & Publication"
Dabur India Ltd.,DABUR,Fast Moving Consumer Goods
Dai-Ichi Karkaria Ltd.,DAICHI,Chemicals
Daikaffil Chemicals India Ltd.,DAIKAFFI,Chemicals
"Dalal Street Investments Ltd.,",DSINVEST,Financial Services
DALMIA BHARAT LIMITED,DALBHARAT,Construction Materials
Dalmia Bharat Sugar and Industries Ltd,DALMIASUG,Fast Moving Consumer Goods
Damodar Industries Limited,DAMOINDUS,Textiles
Danlaw Technologies India Ltd.,DANLAW,Capital Goods
DANUBE INDUSTRIES LIMITED,DANUBE,Services
Darshan Orna Limited,DARSHANORNA,Consumer Durables
Data Patterns (India) Limited,DATAPATTNS,Capital Goods
Datamatics Global Services Limited,DATAMATICS,Information Technology
DATIWARE MARITIME INFRA LIMITED,DATIWARE,Services
Daulat Securities Ltd.,DAULAT,Financial Services
Davangere Sugar Company Limited,DAVANGERE,Fast Moving Consumer Goods
DB(INTERNATIONAL)Stock Brokers Ltd,DBSTOCKBRO,Financial Services
DCB Bank Limited,DCBBANK,Financial Services
"DCM Ltd.,",DCM,Information Technology
DCM NOUVELLE LIMITED,DCMNVL,Textiles
"DCM Shriram Industries Ltd.,",DCMSRMIND,Fast Moving Consumer Goods
DCM Shriram Limited,DCMSHRIRAM,Diversified
"DCW Ltd.,",DCW,Chemicals
De Nora India Limited,DENORA,Capital Goods
"Deccan Cements Ltd.,",DECCANCE,Construction Materials
Deccan Gold Mines Ltd.,DECNGOLD,Metals & Mining
Deccan Health Care Limited,DECCAN,Healthcare
Decillion Finance Ltd.,DFL,Financial Services
DECIPHER LABS LIMITED,DECIPHER,Healthcare
Deco-Mica Ltd.,DECOMIC,Chemicals
Decorous Investment and Trading Co. Ltd.,DITCO,Consumer Durables
DEEP ENERGY RESOURCES LIMITED,DEEPENR,"Oil, Gas & Consumable Fuels"
Deep Industries Limited,DEEPIND,"Oil, Gas & Consumable Fuels"
Deep Polymers Limited,DEEP,Chemicals
Deepak Fertilizers &Petrochemicals,DEEPAKFERT,Chemicals
Deepak Nitrite Limited,DEEPAKNI,Chemicals
"Deepak Spinners Ltd.,",DEEPAKSP,Textiles
Delhivery Limited,DELHIVERY,Services
DELPHI WORLD MONEY LIMITED,DELPHIFX,Financial Services
Delta Corp Limited,DELTACORP,Consumer Services
DELTA MANUFACTURING LIMITED ,DELTAMAGNT,Capital Goods
"Delton Cables Ltd.,",DLTNCBL,Capital Goods
DEN Networks Limited,DEN,"Media, Entertainment & Publication"
Denis Chem Lab Limited,DENISCHEM,Healthcare
Desh Rakshak Aushdhalaya Ltd.,DESHRAK,Healthcare
DEV INFORMATION TECHNOLOGY LIMITED,DEVIT,Information Technology
Devine Impex Limited,DEVINE,Services
"Devinsu Trading Ltd.,",DEVITRD,Financial Services
DEVOTED CONSTRUCTION LIMITED,DCL,Realty
Devyani International Limited,DEVYANI,Consumer Services
DFM Foods Ltd.,DFM,Fast Moving Consumer Goods
Dhabriya Polywood Limited,DHABRIYA,Capital Goods
"Dhampur Sugar Mills Ltd.,",DHAMPURSUG,Fast Moving Consumer Goods
Dhampure Speciality Sugars Ltd.,DHAMPURE,Fast Moving Consumer Goods
Dhanada Corporatin Limited,DHANADACO,Consumer Services
Dhanalaxmi Roto Spinners Ltd.,DHANROTO,Textiles
Dhanashree Electronics Limited,DEL,Capital Goods
Dhani Services Limited,DHANI,Financial Services
Dhanlaxmi Bank Limited,DHANBANK,Financial Services
"Dhanlaxmi Cotex Ltd.,",DHANCOT,Services
Dhanlaxmi Fabrics Ltd.,DHANFAB,Textiles
Dhanuka Agritech Ltd.,DHANUKA,Chemicals
Dhanvantri Jeevan Rekha Ltd.,ZDHJERK,Healthcare
Dhanvarsha Finvest Limited,DHANVARSHA,Financial Services
"Dharamsi Morarji Chemical Co. Ltd.,",DHARAMSI,Chemicals
Dharani Finance Ltd.,DHARFIN,Financial Services
Dharani Sugars & Chemicals Ltd,DHARSUGAR,Fast Moving Consumer Goods
Dhoot Industrial Finance Ltd.,DHOOTIN,Services
DHP India Ltd.,DHPIND,"Oil, Gas & Consumable Fuels"
Dhruv Consultancy Services Limited,DHRUV,Services
Dhruv Wellness Limited,DWL,Services
Dhruva Capital Services Ltd.,DHRUVCA,Financial Services
Dhunseri Investments Ltd,DHUNINV,Financial Services
Dhunseri Tea & Industries Ltd,DHUNTEAIND,Fast Moving Consumer Goods
Dhunseri Ventures Limited,DVL,Financial Services
DHYAANI TILE AND MARBLEZ LIMITED,DHYAANI,Services
"Diamines & Chemicals Ltd.,",DIAMINESQ,Chemicals
Diana Tea Co.Ltd.,DIANATEA,Fast Moving Consumer Goods
DIC India Ltd,DICIND,Chemicals
Diggi Multitrade Limited,DML,Services
Digicontent Limited,DGCONTENT,"Media, Entertainment & Publication"
DIGISPICE TECHNOLOGIES LIMITED,DIGISPICE,Information Technology
DIGJAM LIMITED,DIGJAMLTD,Textiles
Diksat Transworld Limited,DIKSAT,"Media, Entertainment & Publication"
Diksha Greens Limited,DGL,Services
Diligent Industries Limited,DILIGENT,Fast Moving Consumer Goods
Diligent Media Corporation Limited,DNAMEDIA,"Media, Entertainment & Publication"
Dilip Buildcon Limited,DBL,Construction
Disa India Ltd.,DISAQ,Capital Goods
Dish TV India Limited,DISHTV,"Media, Entertainment & Publication"
DISHA RESOURCES LIMITED,DRL,Services
Dishman Carbogen Amcis Limited,DCAL,Healthcare
Divi's Laboratories Ltd.,DIVISLAB,Healthcare
DIVYASHAKTI LIMITED,DIVSHKT,Construction Materials
Dixon Technologies (India) Limited,DIXON,Consumer Durables
DJ Mediaprint & Logistics Limited,DJML,Services
DLF LIMITED,DLF,Realty
D-Link (India) Ltd,DLINKINDIA,Information Technology
DMR Hydroengineering & Infrastructures Limited,DMR,Services
Dodla Dairy Limited,DODLA,Fast Moving Consumer Goods
DOLAT ALGOTECH LIMITED,DOLATALGO,Financial Services
Dolfin Rubbers Limited,DOLFIN,Automobile and Auto Components
Dollar Industries Limited,DOLLAR,Textiles
Donear Industries Ltd,DONEAR,Textiles
DR HABEEBULLAH LIFE SCIENCES LIMITED,DRHABEEB,Healthcare
DR LALCHANDANI LABS LIMITED,DLCL,Healthcare
Dr. Lal Pathlabs Limited,LALPATHLAB,Healthcare
"Dr. Reddy's Laboratories Ltd.,",DRREDDY,Healthcare
Dr.Agarwals Eye Hospital Ltd.,DRAGARWQ,Healthcare
DRA CONSULTANTS LIMITED,DRA,Services
"Dredging Corporation of India Ltd.,",DREDGECORP,Services
Ducon Infratechnologies Limited,DUCON,Capital Goods
Dugar Housing Developments Limited,DUGARHOU,Construction
Duke Offshore Ltd.,DUKEOFS,"Oil, Gas & Consumable Fuels"
Duncan Engineering Limited,DUNCANENG,Automobile and Auto Components
Duropack Ltd,DUROPACK,Capital Goods
DUROPLY INDUSTRIES LIMITED,DUROPLY,Consumer Durables
Dutron  Polymers Ltd.,DUTRON,Capital Goods
Dwarikesh Sugar Industries Ltd.,DWARKESH,Fast Moving Consumer Goods
Dynacons Systems & Solutions Ltd.,DSSL,Information Technology
"Dynamatic Technologies Ltd.,",DYNAMATECH,Capital Goods
